MSG:1005,0,1,"MakeMKV v1.18.3 darwin(arm64-release) started","%1 started","MakeMKV v1.18.3 darwin(arm64-release)"
MSG:1009,0,1,"Profile parsing error: default profile missing, using builtin default","Profile parsing error: %1","default profile missing, using builtin default"
MSG:2010,0,1,"Optical drive \"BD-RE ASUS BW-16D1HT 3.10 KLAO3FE4810d\" opened in OS access mode.","Optical drive \"%1\" opened in OS access mode.","BD-RE ASUS BW-16D1HT 3.10 KLAO3FE4810d"
SINFO:207,17,4,0,"French"
SINFO:207,17,5,0,"S_HDMV/PGS"
SINFO:207,17,6,0,"PGS"
SINFO:207,17,7,0,"HDMV PGS Subtitles"
SINFO:207,17,22,0,"6144"
SINFO:207,17,28,0,"eng"
SINFO:207,17,29,0,"English"
SINFO:207,17,30,0,"PGS French  (forced only)"
SINFO:207,17,31,6121,"<b>Track information</b><br>"
SINFO:207,17,33,0,"0"
SINFO:207,17,38,0,""
SINFO:207,17,42,5088,"( Lossless conversion )"
SINFO:207,18,1,6203,"Subtitles"
SINFO:207,18,3,0,"spa"
SINFO:207,18,4,0,"Spanish"
SINFO:207,18,5,0,"S_HDMV/PGS"
SINFO:207,18,6,0,"PGS"
SINFO:207,18,7,0,"HDMV PGS Subtitles"
SINFO:207,18,22,0,"0"
SINFO:207,18,28,0,"eng"
SINFO:207,18,29,0,"English"
SINFO:207,18,30,0,"PGS Spanish"
SINFO:207,18,31,6121,"<b>Track information</b><br>"
SINFO:207,18,33,0,"0"
SINFO:207,18,38,0,""
SINFO:207,18,42,5088,"( Lossless conversion )"
SINFO:207,19,1,6203,"Subtitles"
SINFO:207,19,3,0,"spa"
SINFO:207,19,4,0,"Spanish"
SINFO:207,19,5,0,"S_HDMV/PGS"
SINFO:207,19,6,0,"PGS"
SINFO:207,19,7,0,"HDMV PGS Subtitles"
SINFO:207,19,22,0,"6144"
SINFO:207,19,28,0,"eng"
SINFO:207,19,29,0,"English"
SINFO:207,19,30,0,"PGS Spanish  (forced only)"
SINFO:207,19,31,6121,"<b>Track information</b><br>"
SINFO:207,19,33,0,"0"
SINFO:207,19,38,0,""
SINFO:207,19,42,5088,"( Lossless conversion )"
TINFO:208,2,0,"Avatar: Fire and Ash"
TINFO:208,9,0,"0:00:15"
TINFO:208,10,0,"111.7 MB"
TINFO:208,11,0,"117135360"
TINFO:208,16,0,"00703.m2ts"
TINFO:208,25,0,"1"
TINFO:208,26,0,"703"
TINFO:208,27,0,"Avatar- Fire and Ash_t208.mkv"
TINFO:208,28,0,"eng"
TINFO:208,29,0,"English"
TINFO:208,30,0,"Avatar: Fire and Ash , 111.7 MB"
TINFO:208,31,6120,"<b>Title information</b><br>"
TINFO:208,33,0,"0"
SINFO:208,0,1,6201,"Video"
SINFO:208,0,5,0,"V_MPEGH/ISO/HEVC"
SINFO:208,0,6,0,"MpegH"
SINFO:208,0,7,0,"MpegH HEVC Main10@L5.1 (dvhe.07.06 BL+FEL+RPU)"
SINFO:208,0,19,0,"3840x2160"
SINFO:208,0,20,0,"16:9"
SINFO:208,0,21,0,"23.976 (480000/20020)"
SINFO:208,0,22,0,"65536"
SINFO:208,0,28,0,"eng"
SINFO:208,0,29,0,"English"
SINFO:208,0,30,0,"MpegH HEVC Main10@L5.1 (dvhe.07.06 BL+FEL+RPU)"
SINFO:208,0,31,6121,"<b>Track information</b><br>"
SINFO:208,0,33,0,"0"
SINFO:208,0,38,0,""
SINFO:208,0,42,5088,"( Lossless conversion )"
SINFO:208,1,1,6202,"Audio"
SINFO:208,1,2,0,"Surround 7.1"
SINFO:208,1,3,0,"eng"
SINFO:208,1,4,0,"English"
SINFO:208,1,5,0,"A_TRUEHD"
SINFO:208,1,6,0,"TrueHD"
SINFO:208,1,7,0,"TrueHD Atmos"
SINFO:208,1,13,0,"128 Kb/s"
SINFO:208,1,14,0,"8"
SINFO:208,1,17,0,"48000"
SINFO:208,1,18,0,"24"
SINFO:208,1,22,0,"1024"
SINFO:208,1,28,0,"eng"
SINFO:208,1,29,0,"English"
SINFO:208,1,30,0,"TrueHD Surround 7.1 English"
SINFO:208,1,31,6121,"<b>Track information</b><br>"
SINFO:208,1,33,0,"0"
SINFO:208,1,38,0,"d"
SINFO:208,1,39,0,"Default"
SINFO:208,1,40,0,"7.1"
SINFO:208,1,42,5088,"( Lossless conversion )"
SINFO:208,2,1,6202,"Audio"
SINFO:208,2,2,0,"Surround 5.1"
SINFO:208,2,3,0,"eng"
SINFO:208,2,4,0,"English"
SINFO:208,2,5,0,"A_AC3"
SINFO:208,2,6,0,"DD"
SINFO:208,2,7,0,"Dolby Digital"
SINFO:208,2,13,0,"640 Kb/s"
SINFO:208,2,14,0,"6"
SINFO:208,2,17,0,"48000"
SINFO:208,2,22,0,"2304"
SINFO:208,2,28,0,"eng"
SINFO:208,2,29,0,"English"
SINFO:208,2,30,0,"DD Surround 5.1 English"
SINFO:208,2,31,6121,"<b>Track information</b><br>"
SINFO:208,2,33,0,"0"
SINFO:208,2,38,0,""
SINFO:208,2,40,0,"5.1(side)"
SINFO:208,2,42,5088,"( Lossless conversion )"
SINFO:208,3,1,6202,"Audio"
SINFO:208,3,2,5091,"Stereo"
SINFO:208,3,3,0,"eng"
SINFO:208,3,4,0,"English"
SINFO:208,3,5,0,"A_DTS"
SINFO:208,3,6,0,"DTS-HD MA"
SINFO:208,3,7,0,"DTS-HD Master Audio"
SINFO:208,3,14,0,"2"
SINFO:208,3,17,0,"48000"
SINFO:208,3,18,0,"24"
SINFO:208,3,22,0,"1024"
SINFO:208,3,28,0,"eng"
SINFO:208,3,29,0,"English"
SINFO:208,3,30,0,"DTS-HD MA Stereo English"
SINFO:208,3,31,6121,"<b>Track information</b><br>"
SINFO:208,3,33,0,"0"
SINFO:208,3,38,0,""
SINFO:208,3,40,0,"stereo"
SINFO:208,3,42,5088,"( Lossless conversion )"
SINFO:208,4,1,6202,"Audio"
SINFO:208,4,2,5091,"Stereo"
SINFO:208,4,3,0,"eng"
SINFO:208,4,4,0,"English"
SINFO:208,4,5,0,"A_DTS"
SINFO:208,4,6,0,"DTS"
SINFO:208,4,7,0,"DTS"
SINFO:208,4,13,0,"768 Kb/s"
SINFO:208,4,14,0,"2"
SINFO:208,4,17,0,"48000"
SINFO:208,4,22,0,"2304"
SINFO:208,4,28,0,"eng"
SINFO:208,4,29,0,"English"
SINFO:208,4,30,0,"DTS Stereo English"
SINFO:208,4,31,6121,"<b>Track information</b><br>"
SINFO:208,4,33,0,"0"
SINFO:208,4,38,0,""
SINFO:208,4,40,0,"stereo"
SINFO:208,4,42,5088,"( Lossless conversion )"
SINFO:208,5,1,6202,"Audio"
SINFO:208,5,2,5091,"Stereo"
SINFO:208,5,3,0,"eng"
SINFO:208,5,4,0,"English"
SINFO:208,5,5,0,"A_AC3"
SINFO:208,5,6,0,"DD"
SINFO:208,5,7,0,"Dolby Digital"
SINFO:208,5,13,0,"320 Kb/s"
SINFO:208,5,14,0,"2"
SINFO:208,5,17,0,"48000"
SINFO:208,5,22,0,"0"
SINFO:208,5,28,0,"eng"
SINFO:208,5,29,0,"English"
SINFO:208,5,30,0,"DD Stereo English"
SINFO:208,5,31,6121,"<b>Track information</b><br>"
SINFO:208,5,33,0,"0"
SINFO:208,5,38,0,""
SINFO:208,5,40,0,"stereo"
SINFO:208,5,42,5088,"( Lossless conversion )"
SINFO:208,6,1,6202,"Audio"
SINFO:208,6,2,0,"Surround 5.1"
SINFO:208,6,3,0,"eng"
SINFO:208,6,4,0,"English"
SINFO:208,6,5,0,"A_AC3"
SINFO:208,6,6,0,"DD"
SINFO:208,6,7,0,"Dolby Digital"
SINFO:208,6,13,0,"640 Kb/s"
SINFO:208,6,14,0,"6"
SINFO:208,6,17,0,"48000"
SINFO:208,6,22,0,"0"
SINFO:208,6,28,0,"eng"
SINFO:208,6,29,0,"English"
SINFO:208,6,30,0,"DD Surround 5.1 English"
SINFO:208,6,31,6121,"<b>Track information</b><br>"
SINFO:208,6,33,0,"0"
SINFO:208,6,38,0,""
SINFO:208,6,40,0,"5.1(side)"
SINFO:208,6,42,5088,"( Lossless conversion )"
SINFO:208,7,1,6202,"Audio"
SINFO:208,7,2,0,"Surround 5.1"
SINFO:208,7,3,0,"fra"
SINFO:208,7,4,0,"French"
SINFO:208,7,5,0,"A_AC3"
SINFO:208,7,6,0,"DD"
SINFO:208,7,7,0,"Dolby Digital"
SINFO:208,7,13,0,"640 Kb/s"
SINFO:208,7,14,0,"6"
SINFO:208,7,17,0,"48000"
SINFO:208,7,22,0,"0"
SINFO:208,7,28,0,"eng"
SINFO:208,7,29,0,"English"
SINFO:208,7,30,0,"DD Surround 5.1 French"
SINFO:208,7,31,6121,"<b>Track information</b><br>"
SINFO:208,7,33,0,"0"
SINFO:208,7,38,0,""
SINFO:208,7,40,0,"5.1(side)"
SINFO:208,7,42,5088,"( Lossless conversion )"
SINFO:208,8,1,6202,"Audio"
SINFO:208,8,2,0,"Surround 7.1"
SINFO:208,8,3,0,"spa"
SINFO:208,8,4,0,"Spanish"
SINFO:208,8,5,0,"A_EAC3"
SINFO:208,8,6,0,"DDplus"
SINFO:208,8,7,0,"Dolby Digital plus"
SINFO:208,8,14,0,"8"
SINFO:208,8,17,0,"48000"
SINFO:208,8,22,0,"1024"
SINFO:208,8,28,0,"eng"
SINFO:208,8,29,0,"English"
SINFO:208,8,30,0,"DDplus Surround 7.1 Spanish"
SINFO:208,8,31,6121,"<b>Track information</b><br>"
SINFO:208,8,33,0,"0"
SINFO:208,8,38,0,""
SINFO:208,8,40,0,"7.1"
SINFO:208,8,42,5088,"( Lossless conversion )"
SINFO:208,9,1,6202,"Audio"
SINFO:208,9,2,0,"Surround 5.1"
SINFO:208,9,3,0,"spa"
SINFO:208,9,4,0,"Spanish"
SINFO:208,9,5,0,"A_AC3"
SINFO:208,9,6,0,"DD"
SINFO:208,9,7,0,"Dolby Digital"
SINFO:208,9,13,0,"576 Kb/s"
SINFO:208,9,14,0,"6"
SINFO:208,9,17,0,"48000"
SINFO:208,9,22,0,"2304"
SINFO:208,9,28,0,"eng"
SINFO:208,9,29,0,"English"
SINFO:208,9,30,0,"DD Surround 5.1 Spanish"
SINFO:208,9,31,6121,"<b>Track information</b><br>"
SINFO:208,9,33,0,"0"
SINFO:208,9,38,0,""
SINFO:208,9,40,0,"5.1(side)"
SINFO:208,9,42,5088,"( Lossless conversion )"
SINFO:208,10,1,6203,"Subtitles"
SINFO:208,10,3,0,"eng"
SINFO:208,10,4,0,"English"
SINFO:208,10,5,0,"S_HDMV/PGS"
SINFO:208,10,6,0,"PGS"
SINFO:208,10,7,0,"HDMV PGS Subtitles"
SINFO:208,10,22,0,"0"
SINFO:208,10,28,0,"eng"
SINFO:208,10,29,0,"English"
SINFO:208,10,30,0,"PGS English"
SINFO:208,10,31,6121,"<b>Track information</b><br>"
SINFO:208,10,33,0,"0"
SINFO:208,10,38,0,""
SINFO:208,10,42,5088,"( Lossless conversion )"
SINFO:208,11,1,6203,"Subtitles"
SINFO:208,11,3,0,"eng"
SINFO:208,11,4,0,"English"
SINFO:208,11,5,0,"S_HDMV/PGS"
SINFO:208,11,6,0,"PGS"
SINFO:208,11,7,0,"HDMV PGS Subtitles"
SINFO:208,11,22,0,"6144"
SINFO:208,11,28,0,"eng"
SINFO:208,11,29,0,"English"
SINFO:208,11,30,0,"PGS English  (forced only)"
SINFO:208,11,31,6121,"<b>Track information</b><br>"
SINFO:208,11,33,0,"0"
SINFO:208,11,38,0,"d"
SINFO:208,11,39,0,"Default"
SINFO:208,11,42,5088,"( Lossless conversion )"
SINFO:208,12,1,6203,"Subtitles"
SINFO:208,12,3,0,"fra"
SINFO:208,12,4,0,"French"
SINFO:208,12,5,0,"S_HDMV/PGS"
SINFO:208,12,6,0,"PGS"
SINFO:208,12,7,0,"HDMV PGS Subtitles"
SINFO:208,12,22,0,"0"
SINFO:208,12,28,0,"eng"
SINFO:208,12,29,0,"English"
SINFO:208,12,30,0,"PGS French"
SINFO:208,12,31,6121,"<b>Track information</b><br>"
SINFO:208,12,33,0,"0"
SINFO:208,12,38,0,""
SINFO:208,12,42,5088,"( Lossless conversion )"
SINFO:208,13,1,6203,"Subtitles"
SINFO:208,13,3,0,"fra"
SINFO:208,13,4,0,"French"
SINFO:208,13,5,0,"S_HDMV/PGS"
SINFO:208,13,6,0,"PGS"
SINFO:208,13,7,0,"HDMV PGS Subtitles"
SINFO:208,13,22,0,"6144"
SINFO:208,13,28,0,"eng"
SINFO:208,13,29,0,"English"
SINFO:208,13,30,0,"PGS French  (forced only)"
SINFO:208,13,31,6121,"<b>Track information</b><br>"
SINFO:208,13,33,0,"0"
SINFO:208,13,38,0,""
SINFO:208,13,42,5088,"( Lossless conversion )"
SINFO:208,14,1,6203,"Subtitles"
SINFO:208,14,3,0,"spa"
SINFO:208,14,4,0,"Spanish"
SINFO:208,14,5,0,"S_HDMV/PGS"
SINFO:208,14,6,0,"PGS"
SINFO:208,14,7,0,"HDMV PGS Subtitles"
SINFO:208,14,22,0,"0"
SINFO:208,14,28,0,"eng"
SINFO:208,14,29,0,"English"
SINFO:208,14,30,0,"PGS Spanish"
SINFO:208,14,31,6121,"<b>Track information</b><br>"
SINFO:208,14,33,0,"0"
SINFO:208,14,38,0,""
SINFO:208,14,42,5088,"( Lossless conversion )"
SINFO:208,15,1,6203,"Subtitles"
SINFO:208,15,3,0,"spa"
SINFO:208,15,4,0,"Spanish"
SINFO:208,15,5,0,"S_HDMV/PGS"
SINFO:208,15,6,0,"PGS"
SINFO:208,15,7,0,"HDMV PGS Subtitles"
SINFO:208,15,22,0,"6144"
SINFO:208,15,28,0,"eng"
SINFO:208,15,29,0,"English"
SINFO:208,15,30,0,"PGS Spanish  (forced only)"
SINFO:208,15,31,6121,"<b>Track information</b><br>"
SINFO:208,15,33,0,"0"
SINFO:208,15,38,0,""
SINFO:208,15,42,5088,"( Lossless conversion )"
SINFO:208,16,1,6203,"Subtitles"
SINFO:208,16,3,0,"fra"
SINFO:208,16,4,0,"French"
SINFO:208,16,5,0,"S_HDMV/PGS"
SINFO:208,16,6,0,"PGS"
SINFO:208,16,7,0,"HDMV PGS Subtitles"
SINFO:208,16,22,0,"0"
SINFO:208,16,28,0,"eng"
SINFO:208,16,29,0,"English"
SINFO:208,16,30,0,"PGS French"
SINFO:208,16,31,6121,"<b>Track information</b><br>"
SINFO:208,16,33,0,"0"
SINFO:208,16,38,0,""
SINFO:208,16,42,5088,"( Lossless conversion )"
SINFO:208,17,1,6203,"Subtitles"
SINFO:208,17,3,0,"fra"
SINFO:208,17,4,0,"French"
SINFO:208,17,5,0,"S_HDMV/PGS"
SINFO:208,17,6,0,"PGS"
SINFO:208,17,7,0,"HDMV PGS Subtitles"
SINFO:208,17,22,0,"6144"
SINFO:208,17,28,0,"eng"
SINFO:208,17,29,0,"English"
SINFO:208,17,30,0,"PGS French  (forced only)"
SINFO:208,17,31,6121,"<b>Track information</b><br>"
SINFO:208,17,33,0,"0"
SINFO:208,17,38,0,""
SINFO:208,17,42,5088,"( Lossless conversion )"
SINFO:208,18,1,6203,"Subtitles"
SINFO:208,18,3,0,"spa"
SINFO:208,18,4,0,"Spanish"
SINFO:208,18,5,0,"S_HDMV/PGS"
SINFO:208,18,6,0,"PGS"
SINFO:208,18,7,0,"HDMV PGS Subtitles"
SINFO:208,18,22,0,"0"
SINFO:208,18,28,0,"eng"
SINFO:208,18,29,0,"English"
SINFO:208,18,30,0,"PGS Spanish"
SINFO:208,18,31,6121,"<b>Track information</b><br>"
SINFO:208,18,33,0,"0"
SINFO:208,18,38,0,""
SINFO:208,18,42,5088,"( Lossless conversion )"
SINFO:208,19,1,6203,"Subtitles"
SINFO:208,19,3,0,"spa"
SINFO:208,19,4,0,"Spanish"
SINFO:208,19,5,0,"S_HDMV/PGS"
SINFO:208,19,6,0,"PGS"
SINFO:208,19,7,0,"HDMV PGS Subtitles"
SINFO:208,19,22,0,"6144"
SINFO:208,19,28,0,"eng"
SINFO:208,19,29,0,"English"
SINFO:208,19,30,0,"PGS Spanish  (forced only)"
SINFO:208,19,31,6121,"<b>Track information</b><br>"
SINFO:208,19,33,0,"0"
SINFO:208,19,38,0,""
SINFO:208,19,42,5088,"( Lossless conversion )"
TINFO:209,2,0,"Avatar: Fire and Ash"
TINFO:209,9,0,"0:00:15"
TINFO:209,10,0,"111.8 MB"
TINFO:209,11,0,"117331968"
TINFO:209,16,0,"00704.m2ts"
TINFO:209,25,0,"1"
TINFO:209,26,0,"704"
TINFO:209,27,0,"Avatar- Fire and Ash_t209.mkv"
TINFO:209,28,0,"eng"
TINFO:209,29,0,"English"
TINFO:209,30,0,"Avatar: Fire and Ash , 111.8 MB"
TINFO:209,31,6120,"<b>Title information</b><br>"
TINFO:209,33,0,"0"
SINFO:209,0,1,6201,"Video"
SINFO:209,0,5,0,"V_MPEGH/ISO/HEVC"
SINFO:209,0,6,0,"MpegH"
SINFO:209,0,7,0,"MpegH HEVC Main10@L5.1 (dvhe.07.06 BL+FEL+RPU)"
SINFO:209,0,19,0,"3840x2160"
SINFO:209,0,20,0,"16:9"
SINFO:209,0,21,0,"23.976 (480000/20020)"
SINFO:209,0,22,0,"65536"
SINFO:209,0,28,0,"eng"
SINFO:209,0,29,0,"English"
SINFO:209,0,30,0,"MpegH HEVC Main10@L5.1 (dvhe.07.06 BL+FEL+RPU)"
SINFO:209,0,31,6121,"<b>Track information</b><br>"
SINFO:209,0,33,0,"0"
SINFO:209,0,38,0,""
SINFO:209,0,42,5088,"( Lossless conversion )"
SINFO:209,1,1,6202,"Audio"
SINFO:209,1,2,0,"Surround 7.1"
SINFO:209,1,3,0,"eng"
SINFO:209,1,4,0,"English"
SINFO:209,1,5,0,"A_TRUEHD"
SINFO:209,1,6,0,"TrueHD"
SINFO:209,1,7,0,"TrueHD Atmos"
SINFO:209,1,13,0,"128 Kb/s"
SINFO:209,1,14,0,"8"
SINFO:209,1,17,0,"48000"
SINFO:209,1,18,0,"24"
SINFO:209,1,22,0,"1024"
SINFO:209,1,28,0,"eng"
SINFO:209,1,29,0,"English"
SINFO:209,1,30,0,"TrueHD Surround 7.1 English"
SINFO:209,1,31,6121,"<b>Track information</b><br>"
SINFO:209,1,33,0,"0"
SINFO:209,1,38,0,"d"
SINFO:209,1,39,0,"Default"
SINFO:209,1,40,0,"7.1"
SINFO:209,1,42,5088,"( Lossless conversion )"
SINFO:209,2,1,6202,"Audio"
SINFO:209,2,2,0,"Surround 5.1"
SINFO:209,2,3,0,"eng"
SINFO:209,2,4,0,"English"
SINFO:209,2,5,0,"A_AC3"
SINFO:209,2,6,0,"DD"
SINFO:209,2,7,0,"Dolby Digital"
SINFO:209,2,13,0,"640 Kb/s"
SINFO:209,2,14,0,"6"
SINFO:209,2,17,0,"48000"
SINFO:209,2,22,0,"2304"
SINFO:209,2,28,0,"eng"
SINFO:209,2,29,0,"English"
SINFO:209,2,30,0,"DD Surround 5.1 English"
SINFO:209,2,31,6121,"<b>Track information</b><br>"
SINFO:209,2,33,0,"0"
SINFO:209,2,38,0,""
SINFO:209,2,40,0,"5.1(side)"
SINFO:209,2,42,5088,"( Lossless conversion )"
SINFO:209,3,1,6202,"Audio"
SINFO:209,3,2,5091,"Stereo"
SINFO:209,3,3,0,"eng"
SINFO:209,3,4,0,"English"
SINFO:209,3,5,0,"A_DTS"
SINFO:209,3,6,0,"DTS-HD MA"
SINFO:209,3,7,0,"DTS-HD Master Audio"
SINFO:209,3,14,0,"2"
SINFO:209,3,17,0,"48000"
SINFO:209,3,18,0,"24"
SINFO:209,3,22,0,"1024"
SINFO:209,3,28,0,"eng"
SINFO:209,3,29,0,"English"
SINFO:209,3,30,0,"DTS-HD MA Stereo English"
SINFO:209,3,31,6121,"<b>Track information</b><br>"
SINFO:209,3,33,0,"0"
SINFO:209,3,38,0,""
SINFO:209,3,40,0,"stereo"
SINFO:209,3,42,5088,"( Lossless conversion )"
SINFO:209,4,1,6202,"Audio"
SINFO:209,4,2,5091,"Stereo"
SINFO:209,4,3,0,"eng"
SINFO:209,4,4,0,"English"
SINFO:209,4,5,0,"A_DTS"
SINFO:209,4,6,0,"DTS"
SINFO:209,4,7,0,"DTS"
SINFO:209,4,13,0,"768 Kb/s"
SINFO:209,4,14,0,"2"
SINFO:209,4,17,0,"48000"
SINFO:209,4,22,0,"2304"
SINFO:209,4,28,0,"eng"
SINFO:209,4,29,0,"English"
SINFO:209,4,30,0,"DTS Stereo English"
SINFO:209,4,31,6121,"<b>Track information</b><br>"
SINFO:209,4,33,0,"0"
SINFO:209,4,38,0,""
SINFO:209,4,40,0,"stereo"
SINFO:209,4,42,5088,"( Lossless conversion )"
SINFO:209,5,1,6202,"Audio"
SINFO:209,5,2,5091,"Stereo"
SINFO:209,5,3,0,"eng"
SINFO:209,5,4,0,"English"
SINFO:209,5,5,0,"A_AC3"
SINFO:209,5,6,0,"DD"
SINFO:209,5,7,0,"Dolby Digital"
SINFO:209,5,13,0,"320 Kb/s"
SINFO:209,5,14,0,"2"
SINFO:209,5,17,0,"48000"
SINFO:209,5,22,0,"0"
SINFO:209,5,28,0,"eng"
SINFO:209,5,29,0,"English"
SINFO:209,5,30,0,"DD Stereo English"
SINFO:209,5,31,6121,"<b>Track information</b><br>"
SINFO:209,5,33,0,"0"
SINFO:209,5,38,0,""
SINFO:209,5,40,0,"stereo"
SINFO:209,5,42,5088,"( Lossless conversion )"
SINFO:209,6,1,6202,"Audio"
SINFO:209,6,2,0,"Surround 5.1"
SINFO:209,6,3,0,"eng"
SINFO:209,6,4,0,"English"
SINFO:209,6,5,0,"A_AC3"
SINFO:209,6,6,0,"DD"
SINFO:209,6,7,0,"Dolby Digital"
SINFO:209,6,13,0,"640 Kb/s"
SINFO:209,6,14,0,"6"
SINFO:209,6,17,0,"48000"
SINFO:209,6,22,0,"0"
SINFO:209,6,28,0,"eng"
SINFO:209,6,29,0,"English"
SINFO:209,6,30,0,"DD Surround 5.1 English"
SINFO:209,6,31,6121,"<b>Track information</b><br>"
SINFO:209,6,33,0,"0"
SINFO:209,6,38,0,""
SINFO:209,6,40,0,"5.1(side)"
SINFO:209,6,42,5088,"( Lossless conversion )"
SINFO:209,7,1,6202,"Audio"
SINFO:209,7,2,0,"Surround 5.1"
SINFO:209,7,3,0,"fra"
SINFO:209,7,4,0,"French"
SINFO:209,7,5,0,"A_AC3"
SINFO:209,7,6,0,"DD"
SINFO:209,7,7,0,"Dolby Digital"
SINFO:209,7,13,0,"640 Kb/s"
SINFO:209,7,14,0,"6"
SINFO:209,7,17,0,"48000"
SINFO:209,7,22,0,"0"
SINFO:209,7,28,0,"eng"
SINFO:209,7,29,0,"English"
SINFO:209,7,30,0,"DD Surround 5.1 French"
SINFO:209,7,31,6121,"<b>Track information</b><br>"
SINFO:209,7,33,0,"0"
SINFO:209,7,38,0,""
SINFO:209,7,40,0,"5.1(side)"
SINFO:209,7,42,5088,"( Lossless conversion )"
SINFO:209,8,1,6202,"Audio"
SINFO:209,8,2,0,"Surround 7.1"
SINFO:209,8,3,0,"spa"
SINFO:209,8,4,0,"Spanish"
SINFO:209,8,5,0,"A_EAC3"
SINFO:209,8,6,0,"DDplus"
SINFO:209,8,7,0,"Dolby Digital plus"
SINFO:209,8,14,0,"8"
SINFO:209,8,17,0,"48000"
SINFO:209,8,22,0,"1024"
SINFO:209,8,28,0,"eng"
SINFO:209,8,29,0,"English"
SINFO:209,8,30,0,"DDplus Surround 7.1 Spanish"
SINFO:209,8,31,6121,"<b>Track information</b><br>"
SINFO:209,8,33,0,"0"
SINFO:209,8,38,0,""
SINFO:209,8,40,0,"7.1"
SINFO:209,8,42,5088,"( Lossless conversion )"
SINFO:209,9,1,6202,"Audio"
SINFO:209,9,2,0,"Surround 5.1"
SINFO:209,9,3,0,"spa"
SINFO:209,9,4,0,"Spanish"
SINFO:209,9,5,0,"A_AC3"
SINFO:209,9,6,0,"DD"
SINFO:209,9,7,0,"Dolby Digital"
SINFO:209,9,13,0,"576 Kb/s"
SINFO:209,9,14,0,"6"
SINFO:209,9,17,0,"48000"
SINFO:209,9,22,0,"2304"
SINFO:209,9,28,0,"eng"
SINFO:209,9,29,0,"English"
SINFO:209,9,30,0,"DD Surround 5.1 Spanish"
SINFO:209,9,31,6121,"<b>Track information</b><br>"
SINFO:209,9,33,0,"0"
SINFO:209,9,38,0,""
SINFO:209,9,40,0,"5.1(side)"
SINFO:209,9,42,5088,"( Lossless conversion )"
SINFO:209,10,1,6203,"Subtitles"
SINFO:209,10,3,0,"eng"
SINFO:209,10,4,0,"English"
SINFO:209,10,5,0,"S_HDMV/PGS"
SINFO:209,10,6,0,"PGS"
SINFO:209,10,7,0,"HDMV PGS Subtitles"
SINFO:209,10,22,0,"0"
SINFO:209,10,28,0,"eng"
SINFO:209,10,29,0,"English"
SINFO:209,10,30,0,"PGS English"
SINFO:209,10,31,6121,"<b>Track information</b><br>"
SINFO:209,10,33,0,"0"
SINFO:209,10,38,0,""
SINFO:209,10,42,5088,"( Lossless conversion )"
SINFO:209,11,1,6203,"Subtitles"
SINFO:209,11,3,0,"eng"
SINFO:209,11,4,0,"English"
SINFO:209,11,5,0,"S_HDMV/PGS"
SINFO:209,11,6,0,"PGS"
SINFO:209,11,7,0,"HDMV PGS Subtitles"
SINFO:209,11,22,0,"6144"
SINFO:209,11,28,0,"eng"
SINFO:209,11,29,0,"English"
SINFO:209,11,30,0,"PGS English  (forced only)"
SINFO:209,11,31,6121,"<b>Track information</b><br>"
SINFO:209,11,33,0,"0"
SINFO:209,11,38,0,"d"
SINFO:209,11,39,0,"Default"
SINFO:209,11,42,5088,"( Lossless conversion )"
SINFO:209,12,1,6203,"Subtitles"
SINFO:209,12,3,0,"fra"
SINFO:209,12,4,0,"French"
SINFO:209,12,5,0,"S_HDMV/PGS"
SINFO:209,12,6,0,"PGS"
SINFO:209,12,7,0,"HDMV PGS Subtitles"
SINFO:209,12,22,0,"0"
SINFO:209,12,28,0,"eng"
SINFO:209,12,29,0,"English"
SINFO:209,12,30,0,"PGS French"
SINFO:209,12,31,6121,"<b>Track information</b><br>"
SINFO:209,12,33,0,"0"
SINFO:209,12,38,0,""
SINFO:209,12,42,5088,"( Lossless conversion )"
SINFO:209,13,1,6203,"Subtitles"
SINFO:209,13,3,0,"fra"
SINFO:209,13,4,0,"French"
SINFO:209,13,5,0,"S_HDMV/PGS"
SINFO:209,13,6,0,"PGS"
SINFO:209,13,7,0,"HDMV PGS Subtitles"
SINFO:209,13,22,0,"6144"
SINFO:209,13,28,0,"eng"
SINFO:209,13,29,0,"English"
SINFO:209,13,30,0,"PGS French  (forced only)"
SINFO:209,13,31,6121,"<b>Track information</b><br>"
SINFO:209,13,33,0,"0"
SINFO:209,13,38,0,""
SINFO:209,13,42,5088,"( Lossless conversion )"
SINFO:209,14,1,6203,"Subtitles"
SINFO:209,14,3,0,"spa"
SINFO:209,14,4,0,"Spanish"
SINFO:209,14,5,0,"S_HDMV/PGS"
SINFO:209,14,6,0,"PGS"
SINFO:209,14,7,0,"HDMV PGS Subtitles"
SINFO:209,14,22,0,"0"
SINFO:209,14,28,0,"eng"
SINFO:209,14,29,0,"English"
SINFO:209,14,30,0,"PGS Spanish"
SINFO:209,14,31,6121,"<b>Track information</b><br>"
SINFO:209,14,33,0,"0"
SINFO:209,14,38,0,""
SINFO:209,14,42,5088,"( Lossless conversion )"
SINFO:209,15,1,6203,"Subtitles"
SINFO:209,15,3,0,"spa"
SINFO:209,15,4,0,"Spanish"
SINFO:209,15,5,0,"S_HDMV/PGS"
SINFO:209,15,6,0,"PGS"
SINFO:209,15,7,0,"HDMV PGS Subtitles"
SINFO:209,15,22,0,"6144"
SINFO:209,15,28,0,"eng"
